62,,,,5001,7519006.922,4698108.252,664.6144
63,,,,5001,7519006.956,4698108.266,664.599
79,,,,5010,7519026.306,4698204.817,652.2612
80,,,,5010,7519026.32,4698204.793,652.4578
87,,,,5011,7519018.28,4698162.478,657.6428
89,,,,5011,7519018.267,4698162.497,657.7201
90,,,,5032,7519020.449,4698286.13,652.7573
91,,,,5032,7519020.449,4698286.161,652.782
92,,,,5033,7519017.386,4698265.943,652.0129
93,,,,5033,7519017.374,4698265.963,651.9859
